,Time,Depth,Distance,Root Mean Square,Azimuthal Gap,Magnitude,Waveform
29517,1383197853560,7.396,0.021,0.02,89.0,0.16,md
29518,1383197659650,4.142,0.007055,0.04,106.0,1.05,md
29519,1383196986510,1.6,0.01352,0.04,236.0,1.67,md
29520,1383194357010,7.039,0.1403,0.25,74.0,1.89,md
29521,1383194231950,11.617,0.01532,0.0962,251.46,0.56,md
29522,1383193090370,5.993,0.008108,0.04,72.0,1.02,md
29523,1383192156411,4.4,0.008497,0.03,158.0,0.93,md
29524,1383191343200,0.63,0.06217,0.1297,204.78,0.5,md
29525,1383190894040,1.785,0.02252,0.04,97.0,1.25,md
29526,1383190880499,5.3,0.01532,0.05,122.0,0.66,md
29527,1383190126290,1.032,0.006306,0.05,41.0,0.79,md
29528,1383189817330,1.299,0.009009,0.06,100.0,-0.09,md
29529,1383189728190,1.759,0.01823,0.07,98.0,1.0,md
29530,1383189608940,2.419,0.01261,0.02,227.0,0.49,md
29531,1383189564680,2.385,0.01351,0.04,107.0,0.61,md
29532,1383188950680,13.836,0.01892,0.13,55.0,0.08,md
29533,1383188711050,1.741,0.07207,0.24,86.0,0.48,md
29534,1383188245500,0.738,0.02342,0.02,97.0,0.48,md
29535,1383188049750,7.153,0.02252,0.0982,232.1,0.62,md
29536,1383187525160,6.875,0.02252,0.23,118.0,0.55,md
29537,1383187271644,3.5,0.01171,0.26,85.0,1.9,ml
29538,1383187185110,8.974,0.01081,0.16,189.0,2.17,md
29539,1383187168240,6.166,0.02342,0.02,131.0,0.82,md
29540,1383187080760,-1.574,0.009009,0.06,89.0,0.0,ml
29541,1383186438580,0.796,0.102,0.03,44.0,1.15,ml
29542,1383185733020,2.067,0.01802,0.07,77.0,-1.1,ml
29543,1383185450860,2.01,0.01081,0.03,94.0,0.19,md
29544,1383185407590,15.001,1.759,0.05,68.0,0.67,md
29545,1383185152700,7.13,0.05437,0.03,107.0,1.52,ml
29546,1383184664500,2.284,0.0973,0.04,114.0,1.41,ml
29547,1383183594660,-0.798,0.06098,0.12,170.0,0.97,ml
29548,1383183323910,3.023,0.02342,0.04,53.0,1.47,md
29549,1383182368000,1.654,0.11,0.03,142.0,1.8,md
29550,1383181136250,2.35,0.126,0.06,85.0,2.7,md
29551,1383180861560,7.049,0.05817,0.09,219.0,2.14,md
29552,1383180764690,5.535,0.008108,0.02,141.0,1.1,md
29553,1383180617040,3.368,0.01081,0.02,135.0,0.76,md
29554,1383180601130,4.587,0.02876,0.03,93.0,0.97,ml
29555,1383180443800,7.159,0.006306,0.04,57.0,1.0,ml
29556,1383180279110,6.905,0.08798,0.05,55.0,0.36,md
29557,1383180119160,1.672,0.097,0.03,104.0,0.88,md
29558,1383180052490,2.366,0.01171,0.06,65.0,0.7,ml
29559,1383180000900,6.698,0.109,0.11,73.0,-0.3,md
29560,1383179571160,2.507,0.008108,0.05,83.0,1.16,ml
29561,1383178543440,14.911,0.086,0.05,111.0,0.7,ml
29562,1383178528090,1.687,0.07568,0.1704,238.82,-0.5,ml
29563,1383178104630,5.75,0.104,0.11,167.0,0.6,ml
29564,1383177813235,0.0,0.093,0.03,167.0,3.1,ml
29565,1383177497090,5.721,0.06559,0.05,243.0,1.75,md
29566,1383177466130,6.709,0.112,0.06,133.0,0.63,ml
29567,1383175896510,1.455,0.01802,0.0296,213.42,0.71,ml
29568,1383175471870,4.662,0.075,0.1193,143.42,0.55,md
29569,1383175435435,8.8,0.02973,0.09,163.0,0.8,mh
29570,1383173996091,3.9,0.01712,0.04,100.0,-0.2,ml
29571,1383173477440,2.111,0.05856,0.02,113.0,0.29,ml
29572,1383173317890,1.876,0.03243,0.1,105.0,0.48,ml
29573,1383172105900,1.14,0.01351,0.06,53.0,0.66,md
29574,1383171226470,-0.056,0.25,0.1,110.0,0.66,md
29575,1383170579870,1.784,0.01351,0.0524,135.09,0.87,ml
29576,1383170008900,15.096,0.214,0.03,84.0,0.99,ml
29577,1383169765024,5.6,0.01532,0.0658,179.17,0.96,md
29578,1383169637020,1.394,0.07658,0.04,96.0,0.07,md
29579,1383168202763,8.3,0.01081,0.0418,124.6,1.34,md
29580,1383167293620,0.685,0.05537,0.02,320.0,0.69,md
29581,1383165890019,16.5,0.02793,0.1023,136.98,1.3,ml
29582,1383165816270,4.719,0.1279,0.071,134.14,0.58,ml
29583,1383165393668,8.0,0.04685,0.06,97.0,0.63,ml
29584,1383165338495,6.9,0.11,0.1052,180.57,0.87,ml
29585,1383165172410,10.508,0.112,0.0,169.0,1.36,md
29586,1383165152892,6.8,0.007207,0.1324,164.92,0.32,md
29587,1383161496450,0.849,0.008108,0.05,105.0,0.19,md
29588,1383161137424,4.1,0.02409,0.03,69.0,0.53,md
29589,1383161116820,4.448,0.1805,0.04,144.0,0.31,md
29590,1383160514790,0.499,0.06937,0.1,81.0,0.42,md
29591,1383160466320,5.123,0.03525,0.04,129.0,1.46,md
29592,1383159266990,1.562,0.03881,0.1243,135.59,1.09,ml
29593,1383158663930,1.83,0.199,0.05,39.0,1.48,md
29594,1383158491301,11.2,0.02072,0.0886,234.05,1.01,ml
29595,1383158093250,1.223,0.07297,0.06,115.0,-0.6,ml
29596,1383157613626,7.4,0.009009,0.03,225.0,0.4,mh
29597,1383157563300,2.376,0.002185,0.04,114.0,0.81,ml
29598,1383155576070,14.116,0.07117,0.11,142.0,1.06,md
29599,1383155158950,5.636,0.02252,0.03,132.0,0.55,md
29600,1383154921610,4.141,0.003604,0.27,154.0,0.69,ml
29601,1383154897330,5.109,0.02252,5.36,93.0,0.85,md
29602,1383154151140,2.693,0.02162,0.0526,178.88,2.44,ml
29603,1383154092480,4.085,0.05535,0.0742,180.67,1.13,md
29604,1383153377970,7.7,0.00991,0.06,80.0,1.04,ml
29605,1383153182534,6.0,0.097,0.04,66.0,0.75,md
29606,1383153162200,2.498,0.07117,0.13,174.0,0.54,md
29607,1383153092970,2.09,0.081,0.15,245.0,0.3,ml
29608,1383152121920,2.854,0.008108,0.04,146.0,0.68,md
29609,1383150229490,5.282,0.108,0.12,213.0,1.06,ml
29610,1383150136840,3.518,0.1318,0.03,267.0,0.2,ml
29611,1383150058770,0.108,0.02523,0.13,225.0,1.12,ml
29612,1383149417190,1.988,0.00991,0.16,35.0,1.38,md
29613,1383148795620,4.066,0.252,0.04,236.0,0.47,md
29614,1383148779300,6.833,0.1421,0.05,241.0,0.08,md
29615,1383147880270,10.97,0.04865,0.04,83.0,0.47,md
29616,1383147294250,8.69,0.008594,0.03,235.0,1.18,md
29617,1383147035000,3.09,0.01261,0.02,102.0,1.2,ml
29618,1383145355050,11.467,0.081,0.02,64.0,2.52,md
29619,1383143845410,6.639,0.0631,0.06,122.0,1.57,ml
29620,1383143609830,2.197,0.04649,0.03,74.0,0.28,md
29621,1383143598300,8.442,0.01712,0.08,56.0,0.53,md
29622,1383143187070,6.89,0.09695,0.05,88.0,0.18,md
29623,1383141997340,16.151,0.1261,0.0348,137.43,2.1,ml
29624,1383141511230,2.78,0.007207,0.03,151.0,0.54,md
29625,1383140388870,0.0,0.008108,0.0087,138.11,0.53,md
29626,1383140174890,4.219,0.03153,0.04,75.0,0.69,md
29627,1383138346269,14.7,0.045,0.0317,214.29,0.2,md
29628,1383136475490,2.222,0.003604,0.1,246.0,0.19,ml
29629,1383135857698,9.4,0.01532,0.02,95.0,0.57,ml
29630,1383134112630,5.562,0.05721,0.03,60.0,0.28,md
29631,1383133969580,1.904,0.02072,0.1345,141.98,0.84,ml
29632,1383133963650,2.7,0.008108,0.1,252.0,1.65,md
29633,1383133741257,11.8,0.09009,0.09,66.0,-0.1,ml
29634,1383133740990,5.614,0.0296,0.01,139.0,0.26,ml
29635,1383132781850,26.991,0.01351,0.06,43.0,1.2,ml
29636,1383130488320,1.47,0.01351,0.157,72.68,0.56,md
29637,1383130147870,0.444,0.01261,0.1,127.0,0.66,md
29638,1383129355235,7.4,0.01441,0.12,118.0,0.49,md
29639,1383129267610,2.251,0.08829,0.03,125.0,0.72,ml
29640,1383127810060,9.357,0.08288,0.11,103.0,0.43,md
29641,1383127794450,0.906,0.006306,0.02,334.0,1.26,ml
29642,1383126587210,8.562,0.02172,0.15,96.0,1.59,md
29643,1383125295210,1.799,0.03153,0.06,80.0,0.66,ml
29644,1383123783900,7.226,0.01261,0.05,106.0,1.45,ml
29645,1383122649330,5.06,0.01261,0.0281,208.59,0.81,ml
29646,1383122611250,7.585,0.009735,0.06,63.0,0.43,md
29647,1383121985025,5.1,0.087,0.04,142.0,0.96,ml
29648,1383121687320,1.999,0.091,0.06,98.0,1.1,ml
29649,1383121357460,-0.79,0.001652,0.06,81.0,0.32,md
29650,1383120435310,13.985,0.07928,0.1,96.0,1.11,ml
29651,1383119353170,6.501,0.1399,0.18,123.0,1.06,ml
29652,1383119048950,7.256,0.02793,0.13,194.0,1.72,ml
29653,1383118588460,3.226,0.03784,0.04,110.0,0.34,md
29654,1383118394310,11.978,0.098,0.04,110.0,0.43,md
29655,1383117944110,0.732,0.0863,0.05,101.0,0.31,md
29656,1383117891070,0.684,0.02523,0.04,74.0,0.56,md
29657,1383117511260,1.66,0.1081,0.14,138.0,0.86,ml
29658,1383117244010,0.647,0.01802,0.24,125.0,0.53,md
29659,1383116982420,7.458,0.01117,0.05,45.0,-0.29,md
29660,1383116808990,7.686,0.01158,0.28,273.0,0.08,md
29661,1383115840580,1.587,0.061,0.06,57.0,0.85,md
29662,1383115681250,7.063,0.03874,0.06,98.0,-0.8,ml
29663,1383115626810,2.062,0.375,0.06,74.0,-0.8,ml
29664,1383115434990,2.087,0.02703,0.02,142.0,0.32,md
29665,1383115259250,2.126,0.05418,0.0203,123.01,0.89,md
29666,1383114313490,1.09,0.05758,0.0044,119.34,0.56,md
29667,1383113604637,15.5,0.03063,0.03,54.0,1.6,ml
29668,1383113549948,14.9,0.009009,0.07,34.0,1.7,ml
29669,1383113456370,1.72,0.01081,0.15,141.0,0.28,md
29670,1383112158920,6.572,0.02937,0.04,120.0,0.56,md
29671,1383111472120,7.429,0.02592,0.06,38.0,0.52,md
29672,1383111211580,0.774,0.01261,0.0592,125.76,1.8,md
29673,1383110615820,5.976,0.01261,0.07,82.0,-0.13,md
29674,1383110021996,15.6,0.01261,0.02,141.0,1.35,ml
29675,1383110008720,17.974,0.01261,0.14,171.0,1.7,md
29676,1383109961340,6.897,0.08288,0.04,108.0,0.56,md
29677,1383109405200,6.564,0.162,0.04,111.0,0.63,md
29678,1383108982660,0.667,0.005405,0.04,105.0,0.78,md
29679,1383108892260,0.723,0.004505,0.0006,224.06,-0.09,ml
29680,1383108654650,0.913,0.06216,0.03,312.0,-0.03,ml
29681,1383108372464,12.3,0.01802,0.1335,270.59,-0.4,ml
29682,1383107988650,2.846,0.04865,0.07,79.0,1.16,md
29683,1383107450200,7.6,0.003604,0.12,143.0,0.5,mh
29684,1383107395750,3.999,0.01171,0.17,45.0,0.3,ml
29685,1383107323610,6.201,0.007207,0.02,241.0,0.61,ml
29686,1383106982190,1.306,0.05856,0.03,122.0,1.23,md
29687,1383106522030,1.719,0.04685,0.07,69.0,0.47,md
29688,1383106295160,3.435,0.01712,0.09,166.0,2.11,md
29689,1383106173510,1.702,0.1261,0.06,129.0,1.59,md
29690,1383106109300,-0.319,0.05315,0.0,114.0,1.15,ml
29691,1383105478570,17.867,0.04505,0.05,98.0,0.54,md
29692,1383105336210,2.107,0.07027,0.06,96.0,0.61,ml
29693,1383105329590,1.57,0.00991,0.04,144.0,0.73,ml
29694,1383105250050,2.063,0.01261,0.03,256.0,1.05,ml
29695,1383105103270,1.933,0.01351,0.0941,220.05,1.37,ml
29696,1383104781530,5.705,0.004505,0.01,108.0,0.44,ml
29697,1383104761328,4.0,0.005405,0.06,60.0,0.93,md
29698,1383104578040,0.694,0.02432,0.02,321.0,0.27,md
29699,1383104011460,1.959,0.01261,0.04,77.0,0.95,md
29700,1383103099600,3.717,0.249,0.21,115.0,1.8,ml
29701,1383102520250,13.532,0.005405,0.02,94.0,0.27,md
29702,1383101842330,4.026,0.07027,0.05,208.0,0.5,md
29703,1383101838520,1.884,0.106,0.06,51.0,0.38,md
29704,1383101637590,2.069,0.08167,0.08,55.0,0.86,md
29705,1383101628770,1.564,0.102,0.05,94.0,0.68,ml
29706,1383101587820,5.026,0.01261,0.08,71.0,0.22,md
29707,1383101443600,7.998,0.05946,0.04,182.0,0.89,md
29708,1383101392440,12.71,0.1332,0.03,283.0,0.39,md
29709,1383101380210,2.739,0.09325,0.01,308.0,-0.19,md
29710,1383101156170,-0.791,0.06515,0.05,128.0,1.03,ml
29711,1383101147840,3.489,0.005405,0.06,126.0,0.68,ml
29712,1383101090970,13.382,0.01441,0.03,236.0,1.14,ml
29713,1383100084580,-0.773,0.06757,0.02,295.0,1.41,md
29714,1383099350220,2.449,0.3748,0.03,103.0,0.81,ml
29715,1383098796290,3.982,0.06306,0.04,78.0,0.89,md
29716,1383098309290,1.47,0.00991,0.02,164.0,0.87,md
29717,1383098227320,1.739,0.07779,0.05,92.0,0.18,md
29718,1383098195170,4.483,0.03975,0.1191,109.09,0.68,md
29719,1383097631400,2.432,0.005405,0.04,42.0,1.73,md
29720,1383096868944,11.8,0.002703,0.07,129.0,0.87,md
29721,1383096530110,2.189,0.242,0.1164,204.93,1.12,md
29722,1383096110290,13.372,0.007207,0.11,50.0,1.24,md
29723,1383094683819,6.3,0.1242,0.0031,236.88,1.66,md
29724,1383094350480,11.974,0.257,0.04,139.0,0.3,mh
29725,1383094036888,5.6,0.044,0.03,147.0,0.5,mh
29726,1383093908180,0.769,0.082,0.12,62.0,0.56,md
29727,1383093611820,3.929,0.062,0.15,54.0,1.4,md
29728,1383091761450,1.95,0.004505,0.08,105.0,0.24,md
29729,1383091700000,14.005,0.02322,0.06,63.0,1.06,md
29730,1383091074740,6.129,0.08231,0.03,107.0,0.51,md
29731,1383090242340,2.147,0.01261,0.04,47.0,0.57,md
29732,1383090191420,5.127,0.0358,0.09,169.0,0.28,md
29733,1383089335110,4.897,0.109,0.07,93.0,2.19,md
29734,1383088533130,1.916,0.07831,0.07,157.0,0.15,md
29735,1383088129200,4.909,0.01045,0.15,67.0,0.9,md
29736,1383086418550,5.974,0.145,0.08,60.0,0.08,md
29737,1383085770970,6.685,0.09459,0.02,62.0,1.26,md
29738,1383084761860,15.937,0.07648,0.01,150.0,1.27,md
29739,1383084465980,3.229,0.04425,0.1099,177.19,0.08,ml
29740,1383084378720,0.938,0.003604,0.01,118.0,0.44,ml
29741,1383083395901,11.6,0.03784,0.19,99.0,0.57,md
29742,1383083083480,4.354,0.06757,0.0793,108.62,1.57,ml
29743,1383082981830,10.272,0.04955,0.0477,195.47,0.73,md
29744,1383082403294,12.1,0.06994,0.1732,137.57,0.47,md
29745,1383082376746,5.0,0.06205,0.1058,74.94,0.96,md
29746,1383081911155,0.8,0.08422,0.05,58.0,1.1,ml
29747,1383081605253,12.3,0.06553,0.08,118.0,1.28,ml
29748,1383078754700,2.616,0.003604,0.06,90.0,0.56,md
29749,1383078104710,19.136,0.01261,0.04,107.0,0.0,ml
29750,1383076130830,14.947,0.01351,0.12,317.0,0.3,ml
29751,1383073483890,1.923,0.01802,0.0713,159.19,2.1,ml
29752,1383071791030,2.053,0.01622,0.12,52.0,1.46,ml
29753,1383071787638,8.9,0.008108,0.07,91.0,0.0,md
29754,1383070574760,6.158,0.02252,0.05,145.0,0.43,ml
29755,1383069720960,12.087,0.08815,0.07,213.0,0.74,md
29756,1383069489230,13.102,0.06937,0.15,79.0,0.38,md
29757,1383069464410,15.75,0.02047,0.17,80.0,1.36,ml
29758,1383068949330,0.637,0.085,0.05,72.0,0.63,md
29759,1383068869550,11.595,0.05105,0.02,300.0,1.38,ml
29760,1383067354850,2.044,0.04001,0.07,50.0,1.54,md
29761,1383067068920,6.129,0.05315,0.12,148.0,1.29,md
29762,1383066516930,6.87,0.007207,0.18,248.0,0.8,ml
29763,1383066239570,-0.676,0.0199,0.15,138.0,1.35,ml
29764,1383065872480,16.415,0.04595,0.07,249.0,0.68,md
29765,1383063315930,14.17,0.1043,0.14,121.0,1.13,ml
29766,1383063207630,13.786,0.01712,0.11,80.0,0.97,md
29767,1383062431750,15.297,0.231,0.04,48.0,0.62,ml
29768,1383061853060,7.656,0.1575,0.01,120.0,0.6,ml
29769,1383061733240,3.01,0.03153,0.03,193.0,0.54,md
29770,1383061570490,0.764,0.00991,0.03,94.0,1.2,ml
29771,1383061461640,2.092,0.08107,0.04,83.0,0.98,md
29772,1383061284070,5.819,0.02432,0.06,80.0,0.3,ml
29773,1383060727880,1.318,0.1131,0.14,86.0,-0.1,ml
29774,1383060713940,3.372,0.095,0.08,142.0,-0.2,ml
29775,1383057696930,4.304,0.137,0.13,128.0,0.3,ml
29776,1383057088960,24.611,0.00991,0.0091,133.99,0.35,ml
29777,1383057065560,6.066,0.003604,0.2,185.0,1.2,ml
29778,1383056041087,14.7,0.009009,0.13,98.0,1.56,ml
29779,1383055800410,3.104,0.008108,0.06,68.0,1.15,md
29780,1383055489770,8.657,0.01261,0.03,109.0,1.11,md
29781,1383054145920,1.749,0.089,0.15,82.0,0.18,md
29782,1383054081650,0.692,0.02973,0.04,147.0,0.31,md
29783,1383054022880,1.34,0.1301,0.31,194.0,0.93,ml
29784,1383053931190,-1.425,0.004505,0.38,91.0,0.49,md
29785,1383053910660,-0.342,0.06126,0.0704,276.54,0.5,ml
29786,1383053859200,8.176,0.01261,0.13,267.0,0.74,ml
29787,1383053007075,13.6,0.02325,0.04,306.0,0.76,ml
29788,1383052303890,6.964,0.008108,0.04,138.0,-0.15,md
29789,1383052190620,2.97,0.008108,0.06,313.0,0.1,ml
29790,1383051699540,1.421,0.008108,0.03,89.0,0.28,md
29791,1383051396160,18.118,0.008108,0.18,122.0,0.21,md
29792,1383051390600,6.68,0.02264,0.0123,117.58,0.85,md
29793,1383049950000,13.769,0.1422,0.12,80.0,1.75,md
29794,1383049729564,15.6,0.00991,0.05,49.0,1.48,ml
29795,1383048903800,4.119,0.06061,0.0,176.0,1.39,md
29796,1383048894790,1.368,0.06937,0.01,93.0,1.81,ml
29797,1383047797370,1.751,0.041,0.02,96.0,-0.11,md
29798,1383047332690,1.94,0.007204,0.05,69.0,1.01,ml
29799,1383047313920,2.17,0.1487,0.0815,74.11,0.6,md
29800,1383047204230,1.63,0.003604,0.11,34.0,0.71,md
29801,1383047155948,10.5,0.09279,0.16,34.0,0.1,ml
29802,1383046961560,7.847,0.008108,0.03,149.0,0.91,md
29803,1383046648890,9.073,0.1153,0.02,152.0,1.19,ml
29804,1383046625470,1.888,0.01441,0.03,142.0,0.54,md
29805,1383045770320,6.225,0.02372,0.18,26.0,0.58,md
29806,1383045700900,0.573,0.003604,0.08,114.0,0.74,md
29807,1383045395840,5.033,0.0817,0.12,145.0,0.48,md
29808,1383045307540,1.575,0.0195,0.05,84.0,0.9,ml
29809,1383044210310,5.266,0.04765,0.03,98.0,0.6,md
29810,1383043833770,0.699,0.01261,0.03,183.0,0.91,md
29811,1383043365830,0.619,0.1324,0.09,108.0,0.57,md
29812,1383043171440,5.653,0.257,0.02,49.0,0.34,md
29813,1383042899460,1.803,0.008108,0.19,111.0,0.98,md
29814,1383042679150,1.329,0.04054,0.07,34.0,0.65,md
29815,1383042510360,2.074,0.02681,0.1146,59.96,0.58,md
29816,1383040252210,5.649,0.1639,0.08,248.0,1.26,md
29817,1383039486023,3.6,0.004505,0.08,89.0,0.66,md
29818,1383039002520,5.612,0.008108,0.01,224.0,2.0,md
29819,1383038986190,3.05,0.008108,0.03,164.0,2.35,md
29820,1383038957030,2.09,0.009009,0.02,136.0,0.59,md
29821,1383038358390,7.147,0.01005,0.12,110.0,0.89,md
29822,1383038093600,0.523,0.007207,0.03,96.0,2.17,md
29823,1383037945400,15.307,0.01261,0.13,93.0,3.25,ml
29824,1383037912040,1.655,0.02883,0.17,96.0,0.54,md
29825,1383037268360,5.693,0.1,0.08,139.0,0.47,md
29826,1383036143790,7.466,0.009009,0.1,103.0,0.69,md
29827,1383035022500,10.295,0.095,0.11,120.0,0.4,mh
29828,1383033921260,9.447,0.096,0.04,104.0,1.09,ml
29829,1383033847980,14.797,0.03243,0.09,246.0,0.87,md
29830,1383033604550,1.655,0.01982,0.1476,178.51,0.57,ml
29831,1383033064860,1.024,0.007207,0.03,108.0,0.83,ml
29832,1383032942854,6.2,0.048,0.14,57.0,1.75,md
29833,1383032870020,0.622,0.19,0.12,97.0,1.62,md
29834,1383032719630,0.692,0.01622,0.15,78.0,0.95,ml
29835,1383031609800,13.656,0.005405,0.03,66.0,1.18,ml
29836,1383030554130,25.985,0.02072,0.07,97.0,0.55,md
29837,1383030475930,2.069,0.02162,0.03,46.0,0.19,md
29838,1383030118320,1.892,0.005405,0.01,122.0,0.77,md
29839,1383029424390,1.833,0.2867,0.09,212.0,1.34,ml
29840,1383029291580,2.334,0.02162,0.01,130.0,0.97,md
29841,1383028531290,4.761,0.01712,0.02,97.0,0.91,md
29842,1383027539350,2.249,0.001802,0.11,228.0,0.67,md
29843,1383026654250,0.862,0.01532,0.04,179.0,1.75,ml
29844,1383026627280,6.485,0.006146,0.01,292.0,1.0,ml
29845,1383026534390,4.847,0.005286,0.0411,135.54,0.3,ml
29846,1383025465730,4.897,0.113,0.0904,136.7,0.4,ml
29847,1383023927658,4.9,0.01081,0.02,309.0,1.28,md
29848,1383023893001,2.3,0.005817,0.03,83.0,0.96,md
29849,1383023453840,2.772,0.144,0.03,111.0,1.96,md
29850,1383023377870,0.409,0.134,0.1106,93.49,1.85,md
29851,1383023184380,1.19,0.01351,0.1179,141.11,1.13,md
29852,1383022884769,5.8,0.008108,0.02,92.0,0.9,md
29853,1383022582237,10.3,0.06757,0.04,119.0,1.33,md
29854,1383022516510,2.569,0.3279,0.06,87.0,1.94,ml
29855,1383020886890,2.794,0.01608,0.08,78.0,0.44,ml
29856,1383020275530,1.511,0.1162,0.03,120.0,1.37,ml
29857,1383019132370,3.792,0.01148,0.22,137.0,0.5,ml
29858,1383015556260,-0.261,0.0104,0.07,79.0,1.42,md
29859,1383014584650,3.68,0.0779,0.01,126.0,1.48,md
29860,1383013636210,3.642,0.009252,0.04,56.0,0.3,ml
29861,1383012913970,0.026,0.02093,0.06,156.0,0.79,ml
29862,1383011931760,1.381,0.009009,0.14,64.0,1.41,md
29863,1383010859320,2.311,0.004505,0.09,65.0,0.75,md
29864,1383010685280,0.172,0.004505,0.0629,139.69,0.71,md
29865,1383010506520,1.27,0.087,0.05,114.0,0.21,md
29866,1383010372222,0.0,0.007207,0.14,99.0,0.23,md
29867,1383009377810,6.468,0.005405,0.0872,168.03,1.18,md
29868,1383007769710,5.073,0.009661,0.08,126.0,0.96,md
29869,1383006666273,8.8,0.02342,0.06,40.0,1.02,md
29870,1383006351020,10.18,0.05641,0.14,156.0,1.6,md
29871,1383005954540,1.609,0.007207,0.09,144.0,0.92,md
29872,1383004222040,0.474,0.01441,0.09,110.0,0.56,ml
29873,1383003827670,8.693,0.006306,0.13,147.0,0.39,ml
29874,1383003770430,-0.455,0.006306,0.02,166.0,-0.4,ml
29875,1383003207410,2.238,0.03619,0.12,96.0,0.55,md
29876,1383002641630,6.674,0.09057,0.12,59.0,0.88,md
29877,1383002079630,13.257,0.09845,0.09,86.0,0.9,ml
29878,1383001984300,12.967,0.06486,0.1,76.0,0.56,md
29879,1383001834520,17.775,0.01822,0.07,95.0,0.84,ml
29880,1383001818210,1.643,0.006306,0.05,72.0,0.07,md
29881,1383001592290,11.733,0.005405,0.02,146.0,0.78,md
29882,1383001443930,1.572,0.01622,0.04,117.0,0.8,md
29883,1383000659290,1.519,0.02703,0.1204,118.47,1.1,ml
29884,1383000201720,5.399,0.03333,0.06,152.0,-0.15,ml
29885,1382999775339,15.7,0.02252,0.05,76.0,-0.2,ml
29886,1382998703770,-0.101,0.009009,0.05,68.0,1.31,ml
29887,1382997576420,1.689,0.02342,0.02,176.0,0.27,md
29888,1382997204770,0.06,0.009009,0.09,129.0,1.19,md
29889,1382996175030,0.715,0.006411,0.06,122.0,0.86,ml
29890,1382995898930,3.221,0.006719,0.02,105.0,0.56,md
29891,1382995114570,-0.151,0.003604,0.05,82.0,1.24,md
29892,1382994365150,1.624,0.01351,0.03,120.0,0.7,md
29893,1382994174160,-0.149,0.01171,0.11,63.0,1.37,md
29894,1382993892970,-0.216,0.005405,0.12,126.0,0.9,ml
29895,1382992641130,1.542,0.02162,0.15,38.0,0.64,md
29896,1382992182050,20.286,0.004505,0.05,155.0,1.55,md
29897,1382991024870,14.658,0.006306,0.1,91.0,0.4,mh
29898,1382990295040,6.375,0.0009009,0.05,53.0,0.68,md
29899,1382990046430,19.28,0.0,0.06,59.0,0.8,ml
29900,1382988989830,1.984,0.006306,0.05,136.0,1.88,ml
29901,1382988395410,1.603,0.04144,0.02,144.0,1.44,md
29902,1382987066310,2.119,0.00991,0.1,117.0,-0.7,ml
29903,1382986716740,0.964,0.02973,0.04,89.0,0.99,ml
29904,1382986579960,0.366,0.002703,0.04,75.0,0.79,md
29905,1382985997070,-0.145,0.01101,0.07,85.0,0.74,md
29906,1382985716850,1.742,0.06457,0.07,50.0,-0.3,ml
29907,1382985709460,1.132,0.001802,0.12,148.0,0.41,ml
29908,1382985646930,1.026,0.04274,0.09,212.0,1.15,ml
29909,1382984886170,0.613,0.0009009,0.04,92.0,1.27,md
29910,1382984867340,0.193,0.01171,0.08,99.0,0.41,ml
29911,1382984041330,1.316,0.01351,0.04,96.0,0.92,md
29912,1382983136810,0.644,0.083,0.05,55.0,0.59,ml
29913,1382983043520,-0.779,0.01949,0.07,98.0,1.25,md
29914,1382982674400,2.17,0.00991,0.04,199.0,0.33,ml
29915,1382982157930,0.58,0.098,0.04,108.0,0.54,ml
29916,1382980968560,1.422,0.095,0.05,98.0,0.73,ml
29917,1382979660370,1.451,0.037,0.07,46.0,0.52,md
29918,1382979143920,1.482,0.02875,0.03,42.0,0.28,md
29919,1382978846350,1.494,0.04775,0.04,64.0,0.9,ml
29920,1382978137570,2.731,0.05544,0.05,109.0,1.01,ml
29921,1382976903570,8.575,0.04865,0.13,60.0,1.1,ml
29922,1382975371130,0.475,0.008108,0.05,73.0,0.78,ml
29923,1382975329430,11.279,0.2787,0.14,69.0,-0.9,ml
29924,1382973146960,0.594,0.01081,0.12,125.0,1.06,ml
29925,1382972402320,1.04,0.007726,0.07,93.0,0.21,md
29926,1382971908460,1.461,0.07748,0.13,53.0,0.85,ml
29927,1382971508760,1.194,0.07658,0.05,99.0,0.14,md
29928,1382970986090,13.604,0.082,0.02,122.0,1.7,ml
29929,1382970624730,1.574,0.08437,0.03,117.0,0.63,md
29930,1382970034730,1.238,0.2586,0.1241,114.78,0.2,ml
29931,1382970023920,2.114,0.03819,0.08,161.0,1.0,md
29932,1382969488189,6.6,0.009009,0.06,109.0,-0.7,ml
29933,1382968130870,18.829,0.1306,0.1055,135.32,-0.3,ml
29934,1382967196680,2.396,0.101,0.0132,135.15,0.1,ml
29935,1382966827840,7.2,0.01712,0.1322,30.47,-0.4,md
29936,1382966265547,5.1,0.101,0.11,51.0,0.19,ml
29937,1382966200394,7.7,0.038,0.03,317.0,0.54,ml
29938,1382965738000,16.677,0.07477,0.06,111.0,2.2,ml
29939,1382965677340,6.297,0.129,0.05,208.0,0.75,md
29940,1382965588380,1.447,0.117,0.04,89.0,0.33,md
29941,1382965552070,12.639,0.102,0.17,140.0,0.3,ml
29942,1382965288450,0.959,0.037,0.04,70.0,0.4,ml
29943,1382963772900,5.673,0.0464,0.13,231.0,1.2,ml
29944,1382963109370,1.54,0.104,0.06,92.0,1.17,md
29945,1382963094920,3.703,0.03192,0.05,91.0,-0.2,ml
